Discounted_Price,Actual_Price,Current_Discount,Rating,Sales,Type,Optimal_Discount
₹698,₹699,0%,4.2,3160,Home&Kitchen,44.84722724765026
"₹2,199","₹3,190",31%,4.3,9650,Home&Kitchen,50.1841530969467
₹320,₹799,60%,4.2,3846,Home&Kitchen,45.14981283239433
₹298,₹499,40%,4.4,290,Home&Kitchen,44.20904073885561
"₹1,199","₹1,499",20%,3.8,2206,Home&Kitchen,47.00718269424926
"₹1,399","₹2,660",47%,4.1,9349,Home&Kitchen,49.339335019752646
₹599,"₹2,799",79%,3.9,578,Home&Kitchen,49.5720086202042
"₹1,499","₹1,499",0%,4.3,9331,Home&Kitchen,47.00718269424926
"₹14,400","₹59,900",76%,4.4,3837,Home&Kitchen,60.85333325765229
"₹1,699","₹1,900",11%,3.6,11456,Home&Kitchen,47.9014116837705
₹649,₹999,35%,3.8,49,Home&Kitchen,45.72472039947433
"₹3,249","₹6,375",49%,4.0,4978,Home&Kitchen,53.60295651575012
₹199,₹499,60%,4.1,1996,Home&Kitchen,44.20904073885561
"₹1,099","₹1,899",42%,4.3,1811,Home&Kitchen,47.89931098024489
₹664,"₹1,490",55%,4.0,2198,Home&Kitchen,46.985844813892655
₹260,₹350,26%,3.9,13127,Home&Kitchen,43.70257652191218
"₹6,499","₹8,500",24%,4.4,5865,Home&Kitchen,54.9867578995515
"₹1,484","₹2,499",41%,3.7,1067,Home&Kitchen,49.05905395877915
₹999,"₹1,560",36%,3.6,4881,Home&Kitchen,47.150262867934515
"₹3,299","₹6,500",49%,3.7,11217,Home&Kitchen,53.698513133045864
₹259,₹999,74%,4.0,43,Home&Kitchen,45.72472039947433
"₹3,249","₹7,795",58%,4.2,4664,Home&Kitchen,54.578612356587676
"₹4,280","₹5,995",29%,3.8,2112,Home&Kitchen,53.299122105503706
₹189,₹299,37%,4.2,2737,Home&Kitchen,43.52268012107478
"₹1,449","₹2,349",38%,3.9,9019,Home&Kitchen,48.786871797637914
₹199,₹499,60%,4.0,10234,Home&Kitchen,44.20904073885561
₹474,"₹1,299",64%,4.1,550,Home&Kitchen,46.51862950762568
₹279,₹499,44%,4.8,28,Home&Kitchen,44.20904073885561
"₹1,999","₹4,775",58%,4.2,1353,Home&Kitchen,52.16398627882592
₹799,"₹1,230",35%,4.1,2138,Home&Kitchen,46.3428009409878
₹949,"₹1,999",53%,4.0,1679,Home&Kitchen,48.10640991333125
"₹3,657.66","₹5,156",29%,3.9,12837,Home&Kitchen,52.54776908797506
"₹1,699","₹1,999",15%,4.1,8873,Home&Kitchen,48.10640991333125
"₹1,849","₹2,095",12%,4.3,7681,Home&Kitchen,48.29973260787504
"₹12,499","₹19,825",37%,4.1,322,Home&Kitchen,58.36596792528721
"₹1,099","₹1,920",43%,4.2,9772,Home&Kitchen,47.94329825493578
"₹8,199","₹16,000",49%,3.9,18497,Home&Kitchen,57.63226054505415
₹499,"₹2,199",77%,3.7,53,Home&Kitchen,48.50334713776874
"₹6,999","₹14,999",53%,4.1,1728,Home&Kitchen,57.39391529445829
"₹1,595","₹1,799",11%,4.0,2877,Home&Kitchen,47.68612000617939
"₹1,049","₹1,950",46%,3.8,250,Home&Kitchen,48.005676098325814
"₹1,182","₹2,995",61%,4.2,5178,Home&Kitchen,49.88634792109274
₹499,₹999,50%,4.6,79,Home&Kitchen,45.72472039947433
"₹8,799","₹11,995",27%,4.1,4157,Home&Kitchen,56.51008175297244
"₹1,529","₹2,999",49%,3.3,29,Home&Kitchen,49.892602611621996
"₹1,199","₹1,690",29%,4.2,4580,Home&Kitchen,47.44648219784082
"₹1,052","₹1,790",41%,4.3,1404,Home&Kitchen,47.666624806222536
"₹6,499","₹8,995",28%,4.3,2810,Home&Kitchen,55.24875623228939
₹239,₹239,0%,4.3,7,Home&Kitchen,43.30655316723759
₹699,"₹1,599",56%,4.7,1729,Home&Kitchen,47.24035412344625
"₹2,599","₹4,290",39%,4.4,2116,Home&Kitchen,51.6299026589503
"₹1,547","₹2,890",46%,3.9,463,Home&Kitchen,49.7198940775546
₹499,"₹1,299",62%,4.7,54,Home&Kitchen,46.51862950762568
₹510,₹640,20%,4.1,7229,Home&Kitchen,44.6636688530582
"₹1,899","₹3,790",50%,3.8,3842,Home&Kitchen,51.01760102937074
"₹2,599","₹4,560",43%,4.4,646,Home&Kitchen,51.93391426093381
"₹1,199","₹3,500",66%,4.3,1802,Home&Kitchen,50.62945942460597
₹999,"₹2,600",62%,3.4,252,Home&Kitchen,49.2362705701168
"₹1,999","₹3,300",39%,4.2,780,Home&Kitchen,50.34597253587457
₹210,₹699,70%,3.7,74,Home&Kitchen,44.84722724765026
"₹14,499","₹23,559",38%,4.3,2026,Home&Kitchen,58.89264214438319
₹950,"₹1,599",41%,4.3,5911,Home&Kitchen,47.24035412344625
"₹7,199","₹9,995",28%,4.4,1964,Home&Kitchen,55.72527567708229
"₹2,439","₹2,545",4%,4.1,25,Home&Kitchen,49.14035483644864
"₹7,799","₹8,995",13%,4.0,3160,Home&Kitchen,55.24875623228939
"₹1,599","₹1,999",20%,4.4,1558,Home&Kitchen,48.10640991333125
"₹2,899","₹5,500",47%,3.8,8958,Home&Kitchen,52.87035578314938
"₹9,799","₹12,150",19%,4.3,13251,Home&Kitchen,56.56326151687144
"₹3,299","₹4,995",34%,3.8,1393,Home&Kitchen,52.38916280570829
₹669,"₹1,499",55%,2.3,13,Home&Kitchen,47.00718269424926
"₹5,890","₹7,506",22%,4.5,7241,Home&Kitchen,54.39800346464322
"₹9,199","₹18,000",49%,4.0,16020,Home&Kitchen,58.04633922000239
₹351,"₹1,099",68%,3.7,1470,Home&Kitchen,45.99803479376002
"₹1,349","₹1,850",27%,4.4,638,Home&Kitchen,47.79562516097351
"₹6,236","₹9,999",38%,4.1,3552,Home&Kitchen,55.72705416621619
"₹2,742","₹3,995",31%,4.4,11148,Home&Kitchen,51.276877925080086
₹721,"₹1,499",52%,3.1,2449,Home&Kitchen,47.00718269424926
"₹2,903","₹3,295",12%,4.3,2299,Home&Kitchen,50.33871021352914
"₹1,656","₹2,695",39%,4.4,6027,Home&Kitchen,49.39871371501609
"₹1,399","₹2,290",39%,4.4,461,Home&Kitchen,48.67674418213038
"₹2,079","₹3,099",33%,4.1,282,Home&Kitchen,50.046961948519595
₹999,"₹1,075",7%,4.1,9275,Home&Kitchen,45.933259957164665
"₹3,179","₹6,999",55%,4.0,743,Home&Kitchen,54.060137471305936
"₹1,049","₹2,499",58%,3.6,328,Home&Kitchen,49.05905395877915
"₹3,599","₹7,290",51%,3.9,942,Home&Kitchen,54.257468805738405
"₹4,799","₹5,795",17%,3.9,3815,Home&Kitchen,53.13061736809832
"₹1,699","₹3,398",50%,3.8,7988,Home&Kitchen,50.48656826004297
₹664,"₹1,490",55%,4.1,925,Home&Kitchen,46.985844813892655
₹948,"₹1,620",41%,4.1,4370,Home&Kitchen,47.288425125690026
₹850,"₹1,000",15%,4.1,7619,Home&Kitchen,45.72749864029224
₹600,₹640,6%,3.8,2593,Home&Kitchen,44.6636688530582
"₹3,711","₹4,495",17%,4.3,356,Home&Kitchen,51.86230643386781
₹799,"₹2,999",73%,4.5,63,Home&Kitchen,49.892602611621996
₹980,₹980,0%,4.2,4740,Home&Kitchen,45.67175728020306
₹351,₹899,61%,3.9,296,Home&Kitchen,45.44213953987975
₹229,₹499,54%,3.5,185,Home&Kitchen,44.20904073885561
"₹3,349","₹3,995",16%,4.3,1954,Home&Kitchen,51.276877925080086
"₹5,499","₹11,500",52%,3.9,959,Home&Kitchen,56.33355924635285
₹299,₹499,40%,3.9,1015,Home&Kitchen,44.20904073885561
"₹2,249","₹3,550",37%,4.0,3973,Home&Kitchen,50.69825887421037
₹699,"₹1,599",56%,4.7,2300,Home&Kitchen,47.24035412344625
"₹1,235","₹1,499",18%,4.1,203,Home&Kitchen,47.00718269424926
"₹1,349","₹2,999",55%,3.8,441,Home&Kitchen,49.892602611621996
"₹6,800","₹11,500",41%,4.1,10308,Home&Kitchen,56.33355924635285
"₹2,099","₹2,499",16%,,992,Home&Kitchen,49.05905395877915
"₹1,699","₹1,975",14%,4.1,4716,Home&Kitchen,48.05724774423489
"₹1,069","₹1,699",37%,3.9,313,Home&Kitchen,47.466564172461226
"₹1,349","₹2,495",46%,3.8,166,Home&Kitchen,49.051937154857505
"₹1,499","₹3,500",57%,4.1,303,Home&Kitchen,50.62945942460597
"₹2,092","₹4,600",55%,4.3,562,Home&Kitchen,51.97749864029224
"₹3,859","₹10,295",63%,3.9,8095,Home&Kitchen,55.856080965670905
₹499,"₹2,199",77%,2.8,109,Home&Kitchen,48.50334713776874
"₹1,804","₹2,380",24%,4.0,15382,Home&Kitchen,48.844029805603896
"₹6,525","₹8,820",26%,4.5,5137,Home&Kitchen,55.15827529248713
"₹4,999","₹24,999",80%,4.6,124,Home&Kitchen,59.06072085881065
"₹1,189","₹2,400",50%,4.1,618,Home&Kitchen,48.880651793445395
"₹2,590","₹4,200",38%,4.1,63,Home&Kitchen,51.524600089567606
₹899,"₹1,599",44%,3.4,15,Home&Kitchen,47.24035412344625
₹998,"₹2,999",67%,4.6,9,Home&Kitchen,49.892602611621996
₹998.06,"₹1,282",22%,4.2,7274,Home&Kitchen,46.47566801310345
"₹1,099","₹1,990",45%,3.9,5911,Home&Kitchen,48.088013661751475
"₹5,999","₹9,999",40%,4.2,170,Home&Kitchen,55.72705416621619
"₹8,886","₹11,850",25%,4.2,3065,Home&Kitchen,56.4594472060687
₹475,₹999,52%,4.1,1021,Home&Kitchen,45.72472039947433
"₹4,995","₹20,049",75%,4.8,3964,Home&Kitchen,58.40198997061814
"₹13,999","₹24,850",44%,4.4,8948,Home&Kitchen,59.044081554865116
"₹8,499","₹16,490",48%,4.3,97,Home&Kitchen,57.74083817806175
₹949,₹975,3%,4.3,7223,Home&Kitchen,45.657763633318744
₹395,₹499,21%,4.0,330,Home&Kitchen,44.20904073885561
₹635,₹635,0%,4.3,4570,Home&Kitchen,44.647936380605756
₹717,"₹1,390",48%,4.0,4867,Home&Kitchen,46.74471303778833
"₹27,900","₹59,900",53%,4.4,5298,Home&Kitchen,60.85333325765229
₹649,₹670,3%,4.1,7786,Home&Kitchen,44.75748100360794
₹193,₹399,52%,3.6,37,Home&Kitchen,43.87221679797577
"₹1,299","₹2,495",48%,2.0,2,Home&Kitchen,49.051937154857505
"₹2,449","₹3,390",28%,4.0,5206,Home&Kitchen,50.475214174658554
"₹1,049","₹2,499",58%,3.7,638,Home&Kitchen,49.05905395877915
"₹2,399","₹4,200",43%,3.8,397,Home&Kitchen,51.524600089567606
"₹2,286","₹4,495",49%,3.9,326,Home&Kitchen,51.86230643386781
₹499,"₹2,199",77%,3.1,3527,Home&Kitchen,48.50334713776874
₹429,₹999,57%,3.0,617,Home&Kitchen,45.72472039947433
₹299,₹595,50%,4.0,314,Home&Kitchen,44.521064323938354
"₹5,395","₹19,990",73%,4.4,535,Home&Kitchen,58.3925646667028
₹559,"₹1,010",45%,4.1,17325,Home&Kitchen,45.75523019880583
₹660,"₹1,100",40%,3.6,91,Home&Kitchen,46.00072268400809
₹419,₹999,58%,4.4,227,Home&Kitchen,45.72472039947433
"₹7,349","₹10,900",33%,4.2,11957,Home&Kitchen,56.10485713085828
"₹2,899","₹4,005",28%,4.3,7140,Home&Kitchen,51.28922360790283
"₹1,799","₹3,295",45%,3.8,687,Home&Kitchen,50.33871021352914
"₹1,474","₹4,650",68%,4.1,1045,Home&Kitchen,52.031471006440775
"₹15,999","₹24,500",35%,4.0,11206,Home&Kitchen,59.00433479848434
"₹3,645","₹6,070",40%,4.2,561,Home&Kitchen,53.3607416393889
₹375,₹999,62%,3.6,1988,Home&Kitchen,45.72472039947433
"₹2,976","₹3,945",25%,4.2,3740,Home&Kitchen,51.21473545788121
"₹1,099","₹1,499",27%,4.1,4401,Home&Kitchen,47.00718269424926
"₹2,575","₹6,700",62%,4.2,611,Home&Kitchen,53.847156759950366
"₹1,649","₹2,800",41%,3.9,2162,Home&Kitchen,49.57365248644609
₹799,"₹1,699",53%,4.0,97,Home&Kitchen,47.466564172461226
₹765,₹970,21%,4.2,6055,Home&Kitchen,45.64374654648989
₹999,"₹1,500",33%,4.2,386,Home&Kitchen,47.009549922343524
₹587,"₹1,295",55%,4.1,557,Home&Kitchen,46.508541796236116
"₹12,609","₹23,999",47%,4.4,2288,Home&Kitchen,58.94577053472538
₹699,₹850,18%,4.1,1106,Home&Kitchen,45.300148212941814
"₹3,799","₹6,000",37%,4.2,11935,Home&Kitchen,53.303256216049824
₹640,"₹1,020",37%,4.1,5059,Home&Kitchen,45.782869625895785
₹979,"₹1,999",51%,3.9,157,Home&Kitchen,48.10640991333125
"₹5,365","₹7,445",28%,3.9,3584,Home&Kitchen,54.35880974247518
"₹3,199","₹3,500",9%,4.2,1899,Home&Kitchen,50.62945942460597
₹979,"₹1,395",30%,4.2,15252,Home&Kitchen,46.75694873150934
₹929,"₹2,199",58%,3.7,4,Home&Kitchen,48.50334713776874
"₹3,710","₹4,330",14%,3.7,1662,Home&Kitchen,51.676051694954616
"₹2,033","₹4,295",53%,3.4,422,Home&Kitchen,51.63569301002507
"₹9,495","₹18,990",50%,4.2,79,Home&Kitchen,58.225761805499964
"₹7,799","₹12,500",38%,4.0,5160,Home&Kitchen,56.6798795926732
₹949,"₹2,385",60%,4.1,2311,Home&Kitchen,48.85320389869892
"₹2,790","₹4,890",43%,3.9,588,Home&Kitchen,52.28294184892049
₹645,"₹1,100",41%,4.0,3271,Home&Kitchen,46.00072268400809
"₹2,237.81","₹3,899",43%,3.9,11004,Home&Kitchen,51.15694764205274
"₹8,699","₹16,899",49%,4.2,3195,Home&Kitchen,57.82774674903389
"₹42,990","₹75,990",43%,4.3,3231,Home&Kitchen,61.159444971114986
₹825,₹825,0%,4.0,3246,Home&Kitchen,45.22678333270998
₹161,₹300,46%,2.6,24,Home&Kitchen,43.52624077865702
₹697,"₹1,499",54%,3.8,144,Home&Kitchen,47.00718269424926
₹688,₹747,8%,4.5,2280,Home&Kitchen,44.99378249853712
"₹2,199","₹3,999",45%,3.5,340,Home&Kitchen,51.28181949075711
"₹6,850","₹11,990",43%,3.9,144,Home&Kitchen,56.50835012155573
"₹2,699","₹3,799",29%,4.0,727,Home&Kitchen,51.02923747425064
₹899,"₹1,999",55%,4.0,832,Home&Kitchen,48.10640991333125
"₹1,090","₹2,999",64%,3.5,57,Home&Kitchen,49.892602611621996
₹295,₹599,51%,4.0,1644,Home&Kitchen,44.533833104779944
₹479,"₹1,999",76%,3.4,1066,Home&Kitchen,48.10640991333125
"₹2,949","₹4,849",39%,4.2,7968,Home&Kitchen,52.24085024959268
₹335,₹510,34%,3.8,3195,Home&Kitchen,44.245344980280144
₹293,₹499,41%,4.1,1456,Home&Kitchen,44.20904073885561
₹599,"₹1,299",54%,4.2,590,Home&Kitchen,46.51862950762568
₹499,₹999,50%,4.3,1436,Home&Kitchen,45.72472039947433
₹849,"₹1,190",29%,4.2,4184,Home&Kitchen,46.23907645397022
₹249,₹400,38%,4.1,693,Home&Kitchen,43.87564678844039
₹185,₹599,69%,3.9,1306,Home&Kitchen,44.533833104779944
₹778,₹999,22%,3.3,8,Home&Kitchen,45.72472039947433
₹279,₹699,60%,4.3,2326,Home&Kitchen,44.84722724765026
₹215,"₹1,499",86%,3.9,1004,Home&Kitchen,47.00718269424926
₹889,"₹1,295",31%,4.3,6400,Home&Kitchen,46.508541796236116
"₹1,449","₹4,999",71%,3.6,63,Home&Kitchen,52.39316520694891
"₹1,190","₹2,550",53%,3.8,1181,Home&Kitchen,49.14913219437613
"₹1,799","₹1,950",8%,3.9,1888,Home&Kitchen,48.005676098325814
"₹6,120","₹8,478",28%,4.6,6550,Home&Kitchen,54.97466686505358
"₹1,799","₹3,299",45%,3.8,1846,Home&Kitchen,50.34452077147271
"₹2,199","₹3,895",44%,3.9,1085,Home&Kitchen,51.15189436822929
"₹3,685","₹5,495",33%,4.1,290,Home&Kitchen,52.86581847513423
₹649,₹999,35%,3.6,4,Home&Kitchen,45.72472039947433
"₹8,599","₹8,995",4%,4.4,9734,Home&Kitchen,55.24875623228939
"₹1,110","₹1,599",31%,4.3,4022,Home&Kitchen,47.24035412344625
"₹1,499","₹3,500",57%,4.7,2591,Home&Kitchen,50.62945942460597
₹759,"₹1,999",62%,4.3,532,Home&Kitchen,48.10640991333125
"₹2,669","₹3,199",17%,3.9,260,Home&Kitchen,50.197555964356155
₹929,"₹1,300",29%,3.9,1672,Home&Kitchen,46.52114943394304
₹199,₹399,50%,3.7,7945,Home&Kitchen,43.87221679797577
₹279,₹599,53%,3.5,1367,Home&Kitchen,44.533833104779944
₹549,₹999,45%,4.0,1313,Home&Kitchen,45.72472039947433
₹85,₹199,57%,4.1,212,Home&Kitchen,43.15969714000373
₹499,"₹1,299",62%,3.9,65,Home&Kitchen,46.51862950762568
"₹5,865","₹7,776",25%,4.4,2737,Home&Kitchen,54.56698935204345
"₹1,260","₹2,299",45%,4.3,55,Home&Kitchen,48.69365838820291
"₹1,099","₹1,500",27%,4.5,1065,Home&Kitchen,47.009549922343524
"₹1,928","₹2,590",26%,4.0,2377,Home&Kitchen,49.21893474042399
"₹3,249","₹6,299",48%,3.9,2569,Home&Kitchen,53.54382456884049
"₹1,199","₹1,795",33%,4.2,5967,Home&Kitchen,47.677461848533596
"₹1,456","₹3,190",54%,4.1,1776,Home&Kitchen,50.1841530969467
"₹3,349","₹4,799",30%,3.7,4200,Home&Kitchen,52.1890423352271
"₹4,899","₹8,999",46%,4.1,297,Home&Kitchen,55.25079792357438
"₹1,199","₹1,899",37%,4.2,3858,Home&Kitchen,47.89931098024489
"₹3,290","₹5,799",43%,4.3,168,Home&Kitchen,53.134048629488774
₹179,₹799,78%,3.6,101,Home&Kitchen,45.14981283239433
₹149,₹300,50%,4.1,4074,Home&Kitchen,43.52624077865702
"₹5,490","₹7,200",24%,4.5,1408,Home&Kitchen,54.197443995483496
₹379,₹389,3%,4.2,3739,Home&Kitchen,43.837846880534705
"₹8,699","₹13,049",33%,4.3,5891,Home&Kitchen,56.853692150551346
"₹3,041.67","₹5,999",49%,4.0,777,Home&Kitchen,53.30242969463052
"₹1,745","₹2,400",27%,4.2,14160,Home&Kitchen,48.880651793445395
"₹3,180","₹5,295",40%,4.2,6919,Home&Kitchen,52.68071217437027
"₹4,999","₹24,999",80%,4.5,287,Home&Kitchen,59.06072085881065
₹390,₹799,51%,3.8,287,Home&Kitchen,45.14981283239433
"₹1,999","₹2,999",33%,4.4,388,Home&Kitchen,49.892602611621996
"₹1,624","₹2,495",35%,4.1,827,Home&Kitchen,49.051937154857505
₹184,₹450,59%,4.2,4971,Home&Kitchen,44.0455414537479
₹445,₹999,55%,4.3,229,Home&Kitchen,45.72472039947433
₹699,"₹1,690",59%,4.1,3524,Home&Kitchen,47.44648219784082
"₹1,601","₹3,890",59%,4.2,156,Home&Kitchen,51.14557138119963
₹231,₹260,11%,4.1,490,Home&Kitchen,43.38275846285244
₹369,₹599,38%,3.9,82,Home&Kitchen,44.533833104779944
₹809,"₹1,950",59%,3.9,710,Home&Kitchen,48.005676098325814
"₹1,199","₹2,990",60%,3.8,133,Home&Kitchen,49.87852075126429
"₹6,120","₹8,073",24%,4.6,2751,Home&Kitchen,54.74481167734061
"₹1,799","₹2,599",31%,3.6,771,Home&Kitchen,49.234539040344885
"₹18,999","₹29,999",37%,4.1,2536,Home&Kitchen,59.536940814830565
"₹1,999","₹2,360",15%,4.2,7801,Home&Kitchen,48.80720878521978
"₹5,999","₹11,495",48%,4.3,534,Home&Kitchen,56.331722142363574
"₹2,599","₹4,780",46%,3.9,898,Home&Kitchen,52.16921643170329
"₹1,199","₹2,400",50%,3.9,1202,Home&Kitchen,48.880651793445395
₹219,₹249,12%,4.0,1108,Home&Kitchen,43.34291745022429
₹799,"₹1,199",33%,4.4,17,Home&Kitchen,46.26253117242108
"₹6,199","₹10,999",44%,4.2,10429,Home&Kitchen,56.14377465754332
"₹6,790","₹10,995",38%,4.5,3192,Home&Kitchen,56.14221157141655
"₹1,982.84","₹3,300",40%,4.1,5873,Home&Kitchen,50.34597253587457
₹199,₹400,50%,4.1,1379,Home&Kitchen,43.87564678844039
"₹1,180","₹1,440",18%,4.2,1527,Home&Kitchen,46.866214996399904
"₹2,199","₹3,045",28%,4.2,2686,Home&Kitchen,49.96408451143374
"₹2,999","₹3,595",17%,4.0,178,Home&Kitchen,50.75949398642372
₹253,₹500,49%,4.3,2664,Home&Kitchen,44.212347125140724
₹499,₹799,38%,3.6,212,Home&Kitchen,45.14981283239433
"₹1,149","₹1,899",39%,3.5,24,Home&Kitchen,47.89931098024489
₹457,₹799,43%,4.3,1868,Home&Kitchen,45.14981283239433
₹229,₹399,43%,3.6,451,Home&Kitchen,43.87221679797577
₹199,₹699,72%,2.9,159,Home&Kitchen,44.84722724765026
₹899,"₹1,999",55%,4.2,39,Home&Kitchen,48.10640991333125
"₹1,499","₹2,199",32%,4.4,6531,Home&Kitchen,48.50334713776874
₹426,₹999,57%,4.1,222,Home&Kitchen,45.72472039947433
"₹2,320","₹3,290",29%,3.8,195,Home&Kitchen,50.3314391308431
"₹1,563","₹3,098",50%,3.5,2283,Home&Kitchen,50.04543722595125
"₹3,487.77","₹4,990",30%,4.1,1127,Home&Kitchen,52.3841552969489
₹498,"₹1,200",59%,3.2,113,Home&Kitchen,46.26513304889439
"₹2,695","₹2,695",0%,4.4,2518,Home&Kitchen,49.39871371501609
₹949,"₹2,299",59%,3.6,550,Home&Kitchen,48.69365838820291
₹199,₹999,80%,3.1,2,Home&Kitchen,45.72472039947433
₹379,₹919,59%,4.0,1090,Home&Kitchen,45.4994195728822
"₹2,280","₹3,045",25%,4.1,4118,Home&Kitchen,49.96408451143374
"₹2,219","₹3,080",28%,3.6,468,Home&Kitchen,50.017927683196525
"₹1,399","₹1,890",26%,4.0,8031,Home&Kitchen,47.88037720826515
"₹2,863","₹3,690",22%,4.3,6987,Home&Kitchen,50.88668544504866
